Strategy,Participant Id,NLL,mai_acc,mp_acc,pai_acc,Session,Tested w/ XAI,XAIType,sensitivity,k,retrieval_threshold,appId,scaling_factor,explanation_type
Sensitive-features categorization,5f8cbc5c355ea745e6cef2ca,0.5920247410079321,0.5,0.6666666666666666,0.5,1,w/o XAI,attribution,4.100356799141065,2,-3.451197712801281,forest_cover,,
Sensitive-features categorization,67868817cb0a68aa79ff3432,0.24978510901639592,0.8333333333333334,0.8888888888888888,0.7222222222222222,1,w/o XAI,attribution,44.27393884539868,3,-2.5963340165609967,forest_cover,,
Sensitive-features categorization,660b2346862ff2a3da9cfe3e,0.21069941355691646,0.7777777777777778,0.8888888888888888,0.6666666666666666,1,w/o XAI,importance,34.847058604419374,4,-3.2935129157275047,forest_cover,,
Sensitive-features categorization,615d7e681c930db4365ca2d0,0.4481505785863521,0.5555555555555556,0.7777777777777778,0.5555555555555556,1,w/o XAI,attribution,9.338244969267766,1,-1.3404921794192486,forest_cover,,
Sensitive-features categorization,6647847aebad277cab0e44a9,0.508044236582284,0.6111111111111112,0.7222222222222222,0.5555555555555556,1,w/o XAI,importance,13.620358902092013,2,-3.6373652969903763,wine_quality,,
Sensitive-features categorization,57e4d48d6c447e000116b22a,0.12894322731862798,0.8888888888888888,0.8888888888888888,0.7777777777777778,1,w/o XAI,attribution,85.38725845270797,3,-2.2700075845607515,forest_cover,,
Sensitive-features categorization,67cb5baef51d73572cb490ae,0.6931471803599453,0.5,0.6111111111111112,0.5555555555555556,1,w/o XAI,attribution,77.74074709809427,3,-0.9515401853944083,forest_cover,,
Sensitive-features categorization,65cb7c1cdf8ff14e2355c5e6,0.6718201335525062,0.6111111111111112,0.5555555555555556,0.5,1,w/o XAI,attribution,6.999635686168256,5,-1.8653493286068215,wine_quality,,
Sensitive-features categorization,67ebf19f98ff3e509e425e58,0.5419044083888517,0.6111111111111112,0.6111111111111112,0.8888888888888888,1,w/o XAI,importance,9.745505972423075,5,-2.9504312971496947,wine_quality,,
Sensitive-features categorization,662d7fba32d6a738b194d893,0.290311236757791,0.5,0.8888888888888888,0.6111111111111112,1,w/o XAI,attribution,10.325360726802183,1,-3.2421096741371676,wine_quality,,
Sensitive-features categorization,67ccbcc0a659ba65853fbd72,0.6435229420762033,0.5,0.7222222222222222,0.5555555555555556,1,w/o XAI,attribution,1.0,5,-3.723809007864149,wine_quality,,
Sensitive-features categorization,676a24c4766af0941f2060db,0.5963840686070966,0.7222222222222222,0.7777777777777778,0.7222222222222222,1,w/o XAI,importance,7.09557199948786,5,-2.2879447170693004,wine_quality,,
